word: የሚቆመው	stem: ሚቆመው
word: ወንበርና	stem: ወንበር
word: ሙሽሪትም	stem: ሙሽሪት
word: እየተባዛ	stem: የተባዛ
word: እስኪያገኝ	stem: ስኪያገኝ
word: ዋጋ	citation: ዋገገ
word: ስታዩ	stem: ስታይ
word: ሰይፋቸው	stem: ሰይፍ
word: በየቤተሰባቸውና	stem: የቤተሰብ
word: የተፈጸመው	citation: ተፈጸመ
word: ተረከዙን	stem: ተረከዝ
word: ይስተጓጎል	stem: ይስተግዋጎል
word: አብሮት	citation: አበበረ
word: ጢሮስም	stem: ጢሮስ
word: አላዝን	stem: አላዝ
word: የሚያስገኝለት	stem: ሚያስገኝለት
word: የዛለው	stem: ዛለ
word: ቢያነሱበትም	stem: ቢያነሱበት
word: ኢየሩሳሌምንም	stem: ኢየሩሳሌም
word: የማቀርበውን	stem: የማቀርበው
word: አትዋጥ	citation: ዋጠጠ
word: የሃማትና	stem: ሀማት
word: በዳጎን	stem: ዳጎን
word: የሚከለክለኝ	citation: ከለከለ
word: መተላለፍንና	stem: ተላለፈ
word: ለሜራራውያን	stem: ሜራራውያን
word: ሞገሴ	stem: ሞገስ
word: ትከተላላችሁና	citation: ተከተለ
word: የተማርካቸው	stem: ተማርክ
word: አልደረሰባችሁም	stem: አልደረሰባችሁ
word: ያዝናል	stem: አዝናል
word: ካመናችሁ	stem: ካመናችህ
word: በዲሞንም	stem: በዲሞን
word: ከዋጠው	stem: ከዋጠ
word: አያስቀምጡም	stem: አያስቀምጥ
word: በሚኖሩት	stem: ሚኖሩት
word: ናታንን	stem: ናታን
word: አመሰገነ	citation: አመሰገነ
word: ሳትታመም	stem: ሳትታመ
word: ከሸጣችሁባቸው	stem: ከሸጣችሁባቸ
word: እንፋጠጣለንና	citation: ተፋጠጠ
word: በሺምሻይና	stem: ሺምሻይና
word: ጫጩቶቿን	stem: ጫጩቶቿ
word: ሸክሙም	stem: ሸክም
word: አጽናኗቸው	stem: አጽናንዋቸው
word: ለመላእክትና	stem: መላእክት
word: ያዘጋጀልንን	stem: አዘጋጀልን
word: ቢጠይቃችሁ	stem: ቢጠይቅ
word: ይሠሩት	citation: ሰረረ
word: ልቅመስ	citation: ቀመሰ
word: ይታደገን	stem: ይታደገ
word: ያለምግብ	stem: አለምግብ
word: ከተህ	citation: ከተተ
word: አስጨብጥሻለሁ	citation: አስጨበጠ
word: ጥቁሩ	stem: ጥቁር
word: ይደመሰሳል	citation: ተደመሰሰ
word: ዳሰሰኝና	stem: ዳሰሰኝ
word: ቆጠሩት	citation: ቆጠረ
word: አምነዋል	citation: አመመነ
word: ለሲሳራም	stem: ሲሳራም
word: ጎሸን	stem: ጎሸ
word: የአገልጋይህም	stem: የአገልጋይ
word: በድንን	stem: በድን
word: ሙሴን	stem: ሙሴ
word: በኔር	stem: ኔር
word: እንድሰርቅና	stem: ንድሰርቅ
word: ተከፈተና	citation: ተከፈተ
word: በተጨነቀ	citation: ተጨነቀ
word: ከጦብ	stem: ጦብ
word: አሳውቁ	stem: አሳውቅ
word: ከኤልያሺብ	stem: ኤልያሺብ
word: ሊይዙትና	stem: ሊይዙት
word: አይሸበር	citation: ተሸበረ
word: ከሐሰተኛው	stem: ከሀሰተኛ
word: አተኩረው	citation: አተኮረ
word: በሰፈሩበት	citation: ሰፈረ
word: ሻሉም	stem: ሻል
word: ውስጣቸው	stem: ውስጥ
word: ባጡ	stem: አጥ
word: የመለወጥና	stem: መለወጥና
word: ደመናን	stem: ደመና
word: ሠረገሎቹ	stem: ሰረገላ
word: የምቀጥል	citation: ቀጠለ
word: እንደሌላቸው	stem: ንደሌላቸ
word: መደበ	citation: መደበ
word: ብርታትን	stem: ብርታት
word: አይሁዳውያን	stem: አይሁዳውያ
word: ግብርና	stem: ግብር
word: እየሄዳችሁ	stem: እየሄዳችህ
word: እናስረዳዋለን	stem: ናስረዳዋለን
word: በየቋንቋችን	stem: የቋንቋችን
word: የከዋክብትን	stem: የከዋክብት
word: መርከቡም	stem: መርከብ
word: እንዳያጓጓችሁና	stem: እንዳያግዋጓችሁ
word: ወልዳ	citation: ወለደ
word: በየትኛው	stem: የትኛው
word: የሚሆኑባችሁ	stem: የሚሆኑብ
word: ኢትዮጵያና	stem: ኢትዮጵያ
word: ድርጊታቸውና	stem: ድርጊታቸ
word: መጋረጃም	stem: ተጋረደ
word: ከመርከቡ	stem: መርከብ
word: የማዛችሁ	stem: ማዛችህ
word: ተጓዥ	stem: ተጎዘ
word: ከቃዴስም	stem: ቃዴስ
word: አምጥተውም	stem: አምጥተ
word: እንዳይመራህ	stem: ንዳይመራ
word: ለመልካም	stem: መልካም
word: አጣራ	citation: አጣረረ
word: ሞኝነታችሁ	stem: ሞኝነታችህ
word: ማብሰሩን	stem: አበሰረ
word: ልከዋል	citation: ከዋለለ
word: ይነዝረዋል	citation: ነዘረ
word: ጋኔን	stem: ጋን
word: ለሚፈጸመው	citation: ተፈጸመ
word: ለምሥክሩ	stem: ለምስክር
word: የእያንዳንዳችሁ	stem: የእያንዳንዳችህ
word: የማይሽረው	stem: ማይሽረው
word: ቀስተኞችን	stem: ቀስተኛ
word: ውርሻቸውንም	stem: ውርሽ
word: አምልጪ	citation: አመለጠ
word: ያውጃል	stem: አውጃል
word: ስትሻገር	citation: ተሻገረ
word: በዙፋኖቻቸው	stem: ዙፋን
word: አስረን	stem: አስረ
word: በልብሽ	stem: ልብሽ
word: እናቱስ	stem: እናት
word: በማፍሰሱና	stem: በማፍሰስ
word: ጠፍታለችና	stem: ጠፍታለች
word: ስለሚያየን	stem: ሚያየን
word: ጣዕሙም	stem: ጣእሙ
word: እንዲጠመድ	citation: ተጠመደ
word: መቅረዙና	stem: ቀረዘ
word: ወሰድኩ	citation: ወሰደ
word: የኢዮሳፍጥ	stem: ኢዮሳፍጥ
word: የሚንበለበሉትን	stem: ሚንበለበሉት
word: ተቀዳደው	stem: ተቀዳደ
word: ማንገሥ	stem: አነገሰ
word: ቆርሶም	stem: ቆርሶ
word: ለሙታንም	stem: ለሙታ
word: እንደሚደርስባቸውም	citation: ደረሰ
word: ዘመዶችም	stem: ዘመድ
word: ፊቴም	stem: ፊት
word: አለቆቹ	stem: አለቃ
word: አስታወሰ	citation: አስታወሰ
word: ሺምአምን	stem: ሺምአም
word: አዘንብል	citation: አዘነበለ
word: በፍርግያ	stem: ፍርግያ
word: ብታቀና	stem: ብታቀ
word: ይቀብራሉ	citation: ቀበረ
word: በጥርሶቹ	stem: ጥርስ
word: በሚረዱት	stem: ሚረዱት
word: ከሞተ	stem: ሞተ
word: ሳይቀበለው	stem: ሳይቀበለ
word: ማማም	stem: ማማ
word: ያሳየሁህ	stem: አሳየሁ
word: ያገኘኸው	stem: ያገኘኸ
word: የፍርስራሽ	stem: ፍርስራሽ
word: ልመና	stem: ልመ
word: አደቃችኋለሁ	citation: አደቀቀ
word: ከሰለሞንም	stem: ሰለሞን
word: መፍጠር	stem: ፈጠረ
word: ዘጠነኛው	stem: ዘጠነኛ
word: የተቃረብኩ	citation: ተቃረበ
word: ከኤቤንዔዘር	stem: ኤቤንኤዘር
word: ተቋቋም	stem: ተቅዋቅዋ
word: ማውረስ	stem: አወረሰ
word: ባሌን	stem: ባሌ
word: ከተገደሉትም	stem: ከተገደሉት
word: ተናገሩት	citation: ተናገረ
word: ይመለከታል	citation: ተመለከተ
word: ይሰፍሩ	citation: ሰፈረ
word: በዘነዘና	stem: ዘነዘ
word: አስወግዶ	citation: አስወገደ
word: ስለማልንላቸው	stem: ማልንል
word: አልመለሰልኝም	citation: መለሰ
word: አይመታህም	stem: አይመታህ
word: መዳፉን	stem: መዳፍ
word: የሳሮንን	stem: ሳሮንን
word: እጁ	stem: እጅ
word: አድርሶብኛል	citation: አደረሰ
word: ወደተሰጠቻችሁ	stem: ወደተሰጠቻችህ
word: ተወለደላት	citation: ተወለደ
word: ልወስድብህ	citation: ወሰደ
word: መቅደሶችህን	stem: መቅደስ
word: እሰብክላችኋለሁ	citation: ሰበከ
word: የሚሸምን	stem: የሚሸም
word: እንዲያዘነብል	stem: ንዲያዘነብል
word: ውሰዳት	citation: ወሰደ
word: የምትጠፊው	stem: ምትጠፊ
word: ጻፈላቸው	stem: ጻፈላቸ
word: አቁሜአለሁ	stem: አቁሜአለህ
word: አብልጦ	citation: አበለጠ
word: ረዓብንና	stem: ረአብ
word: እያየው	stem: ያየ
word: ብልቶቹንና	stem: ብልቶቹን
word: የሚያረካም	stem: ሚያረካ
word: ሊገጥማቸው	citation: ገጠመ
word: አምጪልኝ	citation: አመሰጸ
word: ለአገልጋይህም	stem: አገልጋይ
word: አልተገላበጡም	stem: አልተገላበጡ
word: በባልንጀራው	stem: ባልንጀራ
word: ኪዳኖች	stem: ኪዳን
word: ማስተዋልም	stem: ማስተዋል
word: የፈረደባት	citation: ፈረደ
word: ከጠፋ	stem: ጠፋ
word: ሳትሆኑ	stem: ሳትሆን
word: ጠጇንም	stem: ጠጇን
word: ሰንሰለቱን	stem: ሰንሰለት
word: ወርሳችሁ	citation: ወረሰ
word: ለሚታዘዙት	stem: ሚታዘዙት
word: ከተገኙ	stem: ተገኙ
word: የሚጠራበት	stem: ሚጠራበት
word: ፋርሱ	stem: ፋርስ
word: ያፈርሳሉ	citation: አፈረሰ
word: አያስተውለውም	stem: አያስተውለ
word: ወዳጅህ	stem: ወደደ
word: ቀስፎ	citation: ቀሰፈ
word: ከሰማሁበት	stem: ሰማሁበት
word: የመጠበቅ	stem: ጠበቀ
word: አብረቀረቀ	citation: አብረቀረቀ
word: ይጠጣሉ	stem: ይጠጣል
word: መጣባቸው	citation: መጠጠ
word: የሚቃጠሉ	citation: ተቃጠለ
word: ፍየሎቹን	stem: ፍየል
word: እንደሚጠቀምበት	citation: ተጠቀመ
word: የሚይዘውን	stem: ሚይዘው
word: የሊብኒ	stem: ሊብኒ
word: አርግዘናል	citation: አረገዘ
word: ከሔዋን	stem: ከሄ
word: እንዲያውቁም	stem: እንዲያውቅ
word: እሱን	stem: እስ
word: መውረስና	stem: ወረሰ
word: ውበቱም	stem: ውበት
word: አድነን	stem: አድነ
word: በሽታዎችን	stem: በሽታዋ
word: ለሕዝቦች	stem: ህዝብ
word: አላመኑም	stem: አላመኑ
word: ከአልሞንድና	stem: ከአልሞንድ
word: ያለበትን	stem: ያለበት
word: ያጥረኛል	stem: አጥረኛል
word: የምትመለከተው	citation: ተመለከተ
word: የሚሰጡ	stem: የሚሰጥ
word: በሰነድ	stem: ሰነድ
word: ምሕረትህን	stem: ምህረት
word: ተራራህና	stem: ተራራህ
word: በቀል	stem: ቀል
word: ዕለቱ	stem: እለት
word: በድክመቴ	stem: ድክመት
word: ዋጅቶ	citation: ዋጀተ
word: በሚያደርስ	citation: አደረሰ
word: ከሌቦሃማት	stem: ሌቦሀማት
word: ከተዋጁት	stem: ተዋጁት
word: አይፈልጉሽም	citation: ፈለገ
word: አስተናገዱን	stem: አስተናገድ
word: ከሣራ	stem: ሳራ
word: እንደወደድካቸው	citation: ወደደ
word: ተመለከትክ	citation: ተመለከተ
word: ገልጿል	citation: ገለጸ
word: የወጣቶች	stem: የወጣት
word: ተቀበልን	citation: ተቀበለ
word: አይታጣም	stem: አይታጣ
word: ካጣህ	stem: አጣህ
word: ወጥተሃል	citation: ወጠተ
word: የተራቆተና	stem: የተራቆተ
word: ጡቶች	stem: ጡት
word: እንደምታውቅና	stem: ንደምታውቅ
word: የተመረጡትም	citation: ተመረጠ
word: አልሰጣችኋቸውም	stem: አልሰጣችህዋቸው
word: በኢቆንዮን	stem: ኢቆንዮን
word: ይንቀጠቀጣል	citation: ተንቀጠቀጠ
word: በምታቀርቡት	citation: አቀረበ
word: የበሰበሰ	citation: በሰበሰ
word: ለማስተዛዘንና	stem: አስተዛዘነ
word: በሬውም	stem: ሬው
word: ለመሸከም	stem: ተሸከመ
word: መበታተን	stem: ተበታተነ
word: በመሐላውም	stem: በመሀላው
word: ተገለጠለት	citation: ተገለጠ
word: በየተመደበበት	stem: የተመደበበት
word: እንደግ	stem: ንደግ
word: ጌዜርንና	stem: ጌዜር
word: ትመረምራላችሁ	citation: መረመረ
word: ከደቢር	stem: ደቢር
word: አክዓብን	stem: አክአብ
word: እጅጌ	stem: እጅግ
word: መሥዋዕቶችንም	stem: መስዋእት
word: ስለሚኩራሩ	stem: ስለሚኩራር
word: ላመኑበት	stem: አመኑበት
word: ዝንቦቹም	stem: ዝንቦች
word: እንዳያቀልጥ	stem: አያቀልጥ
word: የዴቀር	stem: ዴቀር
word: የሚወጋችሁን	stem: ሚወጋችህ
word: አባታችሁንም	stem: አባታችህ
word: እያየኋት	stem: ያየህዋት
word: በንጉሥዋ	stem: ንጉስ
word: ሕንፃውና	stem: ህንጻ
word: መጣና	stem: መጣ
word: ከመካከላችን	stem: ካከለ
word: እንደማይችሉ	stem: እንደማይችል
word: መሲሑን	stem: መሲህ
word: ባረከ	citation: ባረከ
word: ማጫወቻዎች	stem: ማጫወቻው
word: ተቀብሎ	citation: ተቀበለ
word: ይጋብዟቸው	citation: ጋበዘ
word: እናስገባለን	stem: ናስገባለን
word: ያዘጋጃቸውን	stem: አዘጋጅ
word: በበትር	stem: በትር
word: ሴሎምን	stem: ሴሎም
word: እንዳትቀንሱላቸው	stem: ንዳትቀንሱል
word: እህልሽን	stem: እህል
word: ያይ	stem: አይ
word: እንኮራለን	stem: ንኮራለን
word: በሌሊቱ	stem: ሌሊት
word: ጉዳዬን	stem: ጉዳዬ
word: ከየነገዱ	stem: ነገድ
word: አጣብቂኝ	citation: አጣበቀ
word: ዳረጋቸው	citation: ዳረገ
word: ከበበ	citation: ከበበ
word: እንቆቅልሽ	stem: እንቆቅል
word: የአልጋ	stem: አልጋ
word: ኃጢአተኛውን	stem: ሀጢአተኛው
word: ድንግልናዋ	stem: ድንግልና
word: የሚነጹበት	stem: ሚነጹበት
word: የምትፈጽሙና	citation: ፈጸመ
word: የአይሁድ	stem: አይሁድ
word: በሚያስፈልገን	citation: አስፈለገ
word: ሊፈጸሙ	citation: ተፈጸመ
word: በገባላችሁ	stem: በገባላችህ
word: የኤናን	stem: የኤና
word: ስታከብሩ	citation: አከበረ
word: ስለሚችል	stem: ሚችል
word: አልሰጡምና	stem: አልሰጡም
word: እየተሠራ	stem: የተሰራ
word: ያደረ	stem: አደረ
word: እንደደፋና	stem: ደፋና
word: ፍርግርጉም	stem: ፍርግርግ
word: ለአባቴ	stem: ለአባት
word: ይስገዱልህ	citation: ሰገደ
word: ይገጥሟችኋል	citation: ገጠመ
word: ይጭኑ	stem: ይጭን
word: ጥሎታልና	stem: ጥሎታል
word: ማሳረፊያና	stem: አሳረፈ
word: ለጠላቶቻችሁ	stem: ጠላቶች
word: አዳራሹ	stem: አዳረሰ
word: የሚስማሙት	stem: ሚስማሙት
word: እየመሠከርን	citation: መሰከረ
word: ያዝኑላቸዋል	stem: አዝኑላቸዋል
word: ነጥሎ	citation: ነጠለ
word: ተመልከተን	citation: ተመለከተ
word: አይጨልምብህም	citation: ጨለመ
word: ከበድ	stem: በድ
word: የቅድስናውን	stem: የቅድስና
word: የሚመርጠውም	citation: መረጠ
word: በሚያሳድዱኝ	citation: አሳደደ
word: የተዳከመው	citation: ተዳከመ
word: ማጥም	stem: ማጥ
word: እንደሚወጣው	stem: ሚወጣ
word: የሚመልሱት	citation: መለሰ
word: ለመለኮስ	stem: ለኮሰ
word: ዕድሜያቸውም	stem: እድሜ
word: እንደተባለው	stem: እንደተባለ
word: ከሁለቱ	stem: ሁለት
word: እሞታለሁ	stem: ሞታለህ
word: ለድንኳኑ	stem: ለድንክዋኑ
word: የተዋችኋቸው	stem: የተዋችህዋቸ
word: አትደብቀኝ	citation: ደበቀ
word: ስላልሰጣችኋቸው	stem: አልሰጣችህው
word: ከአረም	stem: አረም
word: ይሻለው	stem: ይሻለ
word: በሐይቁ	stem: ሀይቅ
word: እንዲያካፍለኝ	citation: አካፈለ
word: ሳፍሮን	stem: ሳፍሮ
word: ባሏም	stem: አል
word: በማቅረብና	stem: አቀረበ
word: ባለበስኩት	citation: ለበሰ
word: የግብዣ	stem: ግብዣ
word: በሆነችባቸው	stem: በሆነችባቸ
word: ባልናቀኝ	stem: አልናቀኝ
word: ያኢር	stem: አኢር
word: የሚቤዠው	stem: የሚቤዠ
word: ሞትኩ	stem: ሞትክ
word: የሚቀቅሉባቸው	stem: ሚቀቅሉባቸ
word: እርሻቸው	stem: ርሽ
word: ከጥርሱ	stem: ጥርስ
word: ቀጠሩ	citation: ቀጠረ
word: የላኩትን	stem: ላኩትን
word: ያለሥራ	stem: አለስራ
word: የገዛው	stem: ገዛ
word: የአመድ	stem: አመድ
word: መገሠጽ	stem: ተገሰጸ
word: በመጨፈር	stem: ጨፈረ
word: ተቆጣጥሮም	stem: ተቆጣጥሮ
word: ውረስ	citation: ወረሰ
word: ተሸፍነው	citation: ተሸፈነ
word: እንዳበስርህ	stem: ንዳበስር
word: ይመለከቱት	citation: ተመለከተ
word: ሊያረክሱ	stem: ሊያረክስ
word: ቃየንንም	stem: ቃየን
word: የሠራና	stem: የሰራ
word: እንዲያስይዙ	stem: እንዲያስይዝ
word: የሚያልፈውን	stem: ሚያልፈው
word: ወራሽስ	stem: ወራ
word: ትድናላችሁ	stem: ትድናላችህ
word: ለራሴ	stem: ራስ
word: ባደርግ	stem: አደርግ
word: ባርከኸዋልና	stem: አርከኸዋል
word: ዕንቁዎቻችሁንም	stem: እንቁዎቻችሁ
word: ንድፎችን	stem: ንድፍ
word: ይወድቃሉና	citation: ወደቀ
word: ከያዘ	stem: ያዘ
word: ቅረቡ	citation: ቀረበ
word: ሲሳራም	stem: ሲሳራ
word: ከአደን	stem: አደን
word: የመጀመሪያዬ	stem: መጀመሪያይ
word: ወርዳቸው	citation: ወረደ
word: እቀናለሁ	stem: እቀናለህ
word: አትበሳጭ	citation: አትበሳጠጠ
word: ከማርያም	stem: ማርያ
word: ካንቀላፉበት	stem: አንቀላፉበት
word: አድፍጣችሁ	citation: አደፈጠ
word: ሸጣቸው	stem: ሸጣቸ
word: አከበሩ	citation: አከበረ
word: ትውልዶች	stem: ትውልዳ
word: ባለማወቃችሁ	stem: ባለማወቃችህ
word: ከአምላካችሁ	stem: አምላካችህ
word: ያልጠበቅከው	citation: ጠበቀ
word: ከተሰባሰቡ	stem: ተሰባሰብ
word: ካምንና	stem: ካምን
word: እንመለስ	citation: ተመለሰ
word: አለብሽ	stem: አለብ
word: ተደላድሎ	citation: ተደላደለ
word: እንዳንቀላፋ	stem: ንዳንቀላፋ
word: ትሎችም	stem: ትሎች
word: በሳምኩህ	stem: በሳምኩ
word: አትሹሙኝ	citation: አተሾመ
word: ቆሜ	stem: ቆም
word: እየኖረች	stem: የኖረች
word: ከገባች	stem: ገበተ
word: ማርኮ	citation: ማረከ
word: ይሳካላችኋል	stem: ይሳካላችህዋል
word: የሚያሰልፋቸው	stem: የሚያሰልፋቸ
word: እምላለሁ	stem: ምላለሁ
word: ከሐዋርያትና	stem: ሀዋርያት
word: ለመክፈት	stem: ከፈተ
word: አንዳንዶቻችሁም	stem: አንዳንድ
word: አባታችን	stem: አባተተ
word: የሚያስፈልጋችሁ	citation: አስፈለገ
word: የሚለቀው	citation: ለቀቀ
word: ግፍና	stem: ግፍ
word: የጠየቅከው	stem: ጠየቅከ
word: ወቅትና	stem: ወቅት
word: አነጋገርህ	citation: አነጋገረ
word: በጭንቀታችሁ	stem: ጭንቀት
word: አሠሩላቸው	stem: አሰሩላቸ
word: የተረኩልንን	citation: ተረከ
word: በሚቀርብ	citation: ቀረበ
word: ስለተነበየላችሁና	stem: ስለተነበየላችህ
word: የነበረውም	citation: ነበረ
word: እፈቅድለታለሁ	citation: ፈቀደ
word: ያየውንም	stem: አየው
word: እያዘኑ	stem: እያዘን
word: ረስታኝ	stem: ረሰተነ
word: እመልስላቸዋለሁ	citation: መለሰ
word: እንዳልሆንኩ	stem: እንዳልሆንክ
word: በመቀመጥ	stem: ተቀመጠ
word: እያሉ	stem: አል
word: የሶርያን	stem: ሶርያ
word: እንዳይፈስና	stem: ንዳይፈስ
word: ከሰናኦር	stem: ሰናኦር
word: በኦፌል	stem: ኦፌል
word: ብልጦችን	stem: ብልጥ
word: በኪራዩ	stem: ኪራይ
word: የትዕቢት	stem: ትእቢት
word: ትፀንሳለች	citation: ጸነሰ
word: ከተራመዱ	citation: ተራመደ
word: የህንደኬ	stem: ህንደኬ
word: የተስማሙትን	stem: ተስማሙትን
word: የምትነዳቸው	citation: ነደደ
word: የአገልጋዮቹን	stem: አገልጋይ
word: ላጠምድ	stem: አጠምድ
word: ያታልላሉ	citation: አታለለ
word: ነስንሼ	citation: ነሰነሰ
word: ከኢኮንያን	stem: ከኢኮንያ
word: ለአማትሽ	stem: አማትሽ
word: ይሰጡት	citation: ሰጦተ
word: መድቡ	citation: መደበ
word: አኖርከኝ	citation: አኖረገከ
word: መጭመቂያህ	stem: ጨመቀ
word: ሲሞቅ	citation: ሞቀቀ
word: ሳትከፍሏቸው	stem: ሳትከፍlW
word: ተበረታታ	citation: ተበረታተተ
word: የምታሳዩት	stem: ምታሳዩት
word: ልጆቼ	stem: ልጅ
word: ለጉባኤዎቹ	stem: ጉባኤ
word: አቀረብሻቸው	citation: አቀረበ
word: የካህናቱም	stem: ካህናቱም
word: ወገኖችም	stem: ወገን
word: እንላክባቸው	stem: ንላክባቸ
word: ያመጡት	stem: አመጡት
word: በየሰንበቱና	stem: የሰንበት
word: ያገኘሁትን	stem: ያገኘሁት
word: በሚደረግበት	citation: ተደረገ
word: አስገባኸን	stem: አስገባኸ
word: ከምርትህ	stem: ምርት
word: ብትሆን	stem: ብትሆ
word: የተገረዙ	citation: ተገረዘ
word: መውረጃው	stem: ወረደ
word: የሚያከናውነውም	citation: አከናወነ
word: ስላልሽ	stem: አልሽ
word: የሚኩራራበት	stem: ሚኩራራበት
word: ጉድጓዱም	stem: ጉድግዋዱ
word: ታጥቤአለሁ	stem: ታጥቤአለህ
word: በምትፈጽማቸውም	citation: ፈጸመ
word: ችሎታውና	stem: ችሎታ
word: እንዲያቀርብ	citation: አቀረበ
word: ቢያመጡ	stem: ቢያመጥ
word: አስበው	stem: አስበ
word: ተረሳሁ	stem: ተረሳህ
word: ቀደሳቸው	citation: ቀደሰ
word: መፍጀቱን	stem: መፍጀት
word: ሲላስንም	stem: ሲላስ
word: እንዲኖርህ	stem: እንዲኖር
word: አይጎዳም	stem: አይጎዳ
word: ሊመላለስ	citation: ተመላለሰ
word: ያልክ	stem: አልክ
word: ማስወገጃ	stem: አስወገደ
word: ብሔራትና	stem: ብሄራት
word: በአውራጃዎቹ	stem: አውራጃው
word: ራብሻቁም	stem: ራብሻቅ
word: ለሚፈልጉት	citation: ፈለገ
word: ሄጄም	stem: ሄጄ
word: አጋንንትም	stem: አጋንንት
word: በገላትያና	stem: በገላትያ
word: ከመላ	stem: መላ
word: እንዲያቀርበው	citation: አቀረበ
word: የረገመኝ	citation: ረገመ
word: በሃኪላ	stem: ሀኪላ
word: የሬካብን	stem: ሬካብን
word: የሚያነክሰው	stem: ሚያነክሰው
word: ላይዳውን	stem: አይዳውን
word: ተቀበለኝ	citation: ተቀበለ
word: እየተስፋፋና	stem: የተስፋፋና
word: የጠየቅሽው	stem: ጠየቅሽው
word: መግለጽ	stem: ገለጸ
word: ቢይዝም	stem: ቢይዝ
word: ነገም	stem: ነገ
word: እንዳስጠነቀቅናችሁ	citation: አስጠነቀቀ
word: እንድሄድ	stem: ንድሄድ
word: ወሬም	stem: ወር
word: ትነሳለች	citation: ተነሳለተ
word: አህዮችና	stem: አህይ
word: ቢወልድ	citation: ወለደ
word: ለመቀበልም	stem: ተቀበለ
word: የሜራራውያን	stem: ሜራራውያ
word: ሥቃዬንም	stem: ስቃይ
word: እንዲጋቡ	stem: እንዲጋብ
word: ጥርስም	stem: ጥርስ
word: አላረከስኩም	stem: አላረከስኩ
word: መቆምና	stem: መቆም
word: ጠየቋቸው	stem: ጠየቋቸ
word: የበጋውን	stem: በጋ
word: የሸንጎው	stem: ሸንጎ
word: ጠላታችሁ	stem: ጠላት
word: ሊወድቅ	citation: ወደቀ
word: ታስመሠክራለህ	citation: አስመሰከረ
word: በአምላካችሁ	stem: አምላክ
word: አፉን	stem: አፍ
word: የምናመልካትን	citation: አመለከ
word: የእናቱ	stem: እናቱ
word: የሚሰኝበት	stem: ሚሰኝበት
word: ሕይወቱን	stem: ህይወት
word: በሚሰውርበት	stem: ሚሰውርበት
word: የባላጋራዎችሽም	stem: የባላጋራዎችሽ
word: መርጠህ	citation: መረጠ
word: አትስገዱላቸውም	stem: አትስገዱላቸው
word: እናስገባለት	stem: ናስገባለት
word: ዕውርና	stem: ውር
word: አቀባዮች	stem: አቀበለ
word: ፍጹማን	stem: ፍጹማ
word: የተረፉትም	citation: ተረፈ
word: እስከሚበቅለው	stem: ስከሚበቅለ
word: እንድትመጣ	stem: ንድትመጣ
word: ልኬልሃለሁ	stem: ልኬልሀለህ
word: ከክፉም	stem: ከክፍ
word: በሰፈር	stem: ሰፈር
word: የሚያስገኙትን	stem: የሚያስገኙት
word: በቤተሰብ	stem: ቤተሰብ
word: አጥብቀን	citation: አጠበቀ
word: የመረጠውን	citation: መረጠ
word: የሚሰፍረው	citation: ሰፈረ
word: የተገኘውን	stem: የተገኘው
word: በተራቆተ	citation: ተራቆተ
word: አለመገረዝ	stem: ተገረዘ
word: እሠራለሁ	citation: ሰረረ
word: ድንጋዮችም	stem: ድንጋይ
word: አወቅክ	citation: አወቀከ
word: ከአየር	stem: አየር
word: በሽተኞች	stem: በሽተኛ
word: በየማለዳውም	stem: የማለዳውም
word: ተጋርዶ	citation: ተጋረደ
word: ቀስት	citation: ቀሰተ
word: ደፋርና	stem: ደፋር
word: ወጎች	stem: ወግ
word: ቆራጭና	stem: ቆረጠ
word: ቦታውን	stem: ቦታ
word: ያበሰረኝ	citation: አበሰረ
word: ተወክለው	citation: ተወከለ
word: ዘመኑ	stem: ዘመን
word: ቀሚሶች	stem: ቀሚስ
word: እንዳትወስዱት	stem: አትወስዱት
word: አሟልቶ	stem: አምዋልቶ
word: እንደምትቀበለኝ	citation: ተቀበለ
word: ያስላለት	stem: አስላለት
word: እንዲሰጣችሁና	stem: እንዲሰጣችህ
word: ሆኖብኛልና	stem: ሆኖብኛል
word: ቦዮችም	stem: ቦያ
word: የምታጠባ	stem: ምታጠባ
word: ይመዛሉ	stem: ይመዛል
word: ንግሥናህ	stem: ንግስና
word: ወደማታውቋቸው	stem: ወደማታውቍ
word: ጢሞቴዎስንና	stem: ጢሞቴዎስን
word: ባከፋፈለን	citation: አከፋፈለ
word: ታመነታላችሁ	stem: ታመነታላችህ
word: ከደማስቆ	stem: ደማስቆ
word: ሌሊትም	stem: ሌሊት
word: የመሥዋዕታችሁ	stem: መስዋእት
word: የሠራኝ	stem: ሰረነ
word: ይከታተላል	citation: ተከታተለ
word: ተማረከች	citation: ተማረከ
word: በባረከው	citation: ባረከ
word: ተሰብረው	citation: ተሰበረ
word: አጠናከሩት	citation: አጠናከረ
word: አዩ	stem: አይ
word: አውጥታችሁ	stem: አውጥታችህ
word: እንዲወገድ	citation: ተወገደ
word: ሰብኮ	citation: ሰበከ
word: ያበጀህ	stem: አበጀህ
word: በጽኑ	stem: ጽኑ
word: ስለያዝኩት	stem: ያዝኩት
word: እዘነጥላለሁ	stem: እዘነጥላለህ
word: ባልተከናወነ	citation: ተከናወነ
word: ግቢዎቼን	stem: ግቢዎቼ
word: ከልክ	stem: ልክ
word: በሚያሠሯቸው	stem: ሚያሰሯቸ
word: ከኃያላኑና	stem: ከሀያላኑ
word: የደረቁ	stem: ደረቅ
